name,source,ra,dec,l,b,theta_D,d_mpc,R_Thales
LEDA,CF2,211.64583333333334,-5.453,334.86813603963697,52.69588905570859,35.66199847443573,43.65,53.725035293556864
2MRS_197.32-5.27,2MRS,197.32204,-5.2728,311.18029763047275,57.31279729309384,32.61643928810595,43.657534246575345,51.83147263028716
2MRS_159.43-28.60,2MRS,159.42766,-28.60405,270.46333170797243,25.707516906058675,31.128639855711004,43.657534246575345,51.00126902095028
2MRS_216.63-54.37,2MRS,216.62743,-54.368,316.5869586635984,5.9637275023443275,22.03687275555288,43.657534246575345,47.098423347436885
2MRS_196.06-10.34,2MRS,196.05995,-10.33961,308.0969073970941,52.40370832719333,27.504062869639704,43.67123287671233,49.23597714576802
2MRS_186.31-39.09,2MRS,186.3148,-39.09498,297.39683247314287,23.495251380139827,7.0926868375063945,43.67123287671233,44.0079949864575
2MRS_185.07-40.39,2MRS,185.06749,-40.39084,296.53334144290164,22.09335764836804,8.285798123711366,43.68493150684932,44.14574509366349
2MRS_204.33-49.75,2MRS,204.328,-49.74886,310.49192817682024,12.448317739304239,13.581238226706454,43.73972602739726,44.99796141563196
2MRS_189.58-41.50,2MRS,189.57669,-41.50334,300.2936208830503,21.30113347180252,5.691772943233318,43.76712328767123,43.983972145704435
2MRS_196.21-30.24,2MRS,196.20827,-30.24429,306.36364088392264,32.538188776376344,7.63211244461522,43.76712328767123,44.15831031677092
2MRS_162.31-31.30,2MRS,162.30699,-31.30487,274.37223677734033,24.703327249173427,27.733322083022,43.76712328767123,49.447496791798315
2MRS_243.50-60.99,2MRS,243.504,-60.99099,325.1382173053569,-7.185892568620795,37.68793871308575,43.78082191780822,55.324063407909506
2MRS_196.07-30.53,2MRS,196.07124,-30.52628,306.20374649110676,32.2638422001381,7.340085348966648,43.794520547945204,44.15636862104349
2MRS_190.08-40.76,2MRS,190.07541,-40.76206,300.65690562014055,22.060492524005237,4.948744375081899,43.794520547945204,43.958385663966766
2MRS_192.91-26.12,2MRS,192.90686,-26.11741,302.98501754174674,36.75432046105749,11.879940981048184,43.821917808219176,44.781078517411586
2MRS_198.04-43.31,2MRS,198.0405,-43.30785,306.9268477706074,19.40308921329283,5.8740274278317886,43.821917808219176,44.053227584459826
2MRS_157.20-35.66,2MRS,157.19632,-35.65809,272.9118647892765,18.76541278445549,30.345970791867966,43.83561643835616,50.79501802471566
2MRS_140.86-63.68,2MRS,140.86151,-63.67918,282.1818378612098,-9.540673835289807,41.08133149953358,43.83561643835616,58.15458003334708
ES378-011,CF3,173.68166666666664,-37.215833333333336,286.3981322371298,23.18070999963904,17.065273295974876,43.85,45.86958960593936
,CF3,186.325,-43.445277777777775,297.91357979055823,19.171639184206125,8.776356666717561,43.85,44.369503547995386
,CF3,195.53083333333333,-7.710833333333333,307.55800199912335,55.06490934283942,30.124001901134744,43.85,50.69708458368244
ESO577-038,CF3,207.10666666666668,-18.87138888888889,321.1856959798626,41.971505219109154,21.60535641327173,43.85,47.1636183398263
AGC030549,CF3,214.45374999999999,-31.349166666666665,323.78510068144124,28.001093225003068,17.05892734052458,43.85,45.868030370390095
,CF3,229.64958333333334,-24.12,341.0368460924303,27.656420898915265,32.29500122092532,43.85,51.874555397812394
AGC031475,CF3,248.04958333333337,-28.091944444444444,351.0836579171828,13.502332243391272,44.77144096407845,43.85,61.767360161514965
AGC031476,CF3,248.1516666666667,-29.384722222222223,350.1483810874352,12.580861684000043,44.28292862703323,43.85,61.25150334969663
LEDA,CF2,245.18458333333334,-70.14258333333333,319.02753463190754,-14.128912955829676,41.451274610951394,43.85,58.50419092548141
2MRS_190.19-40.89,2MRS,190.19475,-40.89305,300.7606419453185,21.933758952100515,4.951489844750919,43.917808219178085,44.082317588482255
2MRS_186.39-45.26,2MRS,186.39175,-45.26327,298.1667456626796,17.368978493503008,9.936536059835674,43.917808219178085,44.586630366352956
2MRS_207.62-48.28,2MRS,207.61511,-48.2774,312.96871471814984,13.440774332573929,13.782664575618904,43.917808219178085,45.21985021820078
2MRS_187.11-24.64,2MRS,187.11395,-24.63684,296.3063008061915,37.939067330352906,14.895478743554564,43.917808219178085,45.444922730232534
2MRS_199.60-35.46,2MRS,199.59843,-35.45867,309.0951181344858,27.090288825106253,4.231136380387119,43.93150684931507,44.051568078430634
2MRS_158.99-27.32,2MRS,158.99121,-27.3191,269.31818427995717,26.56942128212637,32.06452966904878,43.93150684931507,51.839599732708926
2MRS_192.88-26.45,2MRS,192.88266,-26.45209,302.957710323459,36.41965535696679,11.552944873287176,44.04109589041096,44.951817103643464
2MRS_190.74-1.23,2MRS,190.73863,-1.2294,298.4748503851059,61.56891266110461,36.83687647886567,44.054794520547944,55.044709434613395
AGC027669,CF3,165.70875,-23.591388888888886,273.05742753187593,32.90469870900374,28.92190031653787,44.06,50.3381926370008
AGC510058,CF3,171.22041666666667,-13.572222222222223,272.9316990625972,44.19949765428326,32.30254586072193,44.06,52.12732431843724
NGC04433,CF3,186.91125,-8.280277777777778,292.8535810710113,54.12522987302482,30.495608294627985,44.06,51.13337956403715
E381-014,CF3,191.04,-36.51083333333333,301.3001867411033,26.337857209130895,3.592828137969836,44.06,44.146766927061904
,CF3,210.13333333333333,-28.87472222222222,320.70764961887176,31.60086336371216,15.302877109126493,44.06,45.67960858020758
,CF3,219.45416666666665,-36.878055555555555,325.53277195558536,21.281394216125616,19.222942636693652,44.06,46.66163790077988
2MRS_200.21-47.22,2MRS,200.21109,-47.2183,308.10291802635595,15.357985939686234,10.070871306252236,44.06849315068493,44.75811691924689
2MRS_194.40-27.29,2MRS,194.40289,-27.29215,304.6179772482813,35.559388267411585,10.56451104518517,44.0958904109589,44.85624412438074
2MRS_192.08-26.46,2MRS,192.08499,-26.46454,302.07049634259107,36.402028340074374,11.675086319784912,44.0958904109589,45.02746842479969
2MRS_198.67-42.68,2MRS,198.66702,-42.67623,307.4723223830327,19.99063081613593,5.505108548099855,44.0958904109589,44.30021858132363
2MRS_192.92-42.61,2MRS,192.92155,-42.60569,302.98062018305194,20.266036522928225,5.087370655424337,44.0958904109589,44.27028720352952
2MRS_199.61-35.35,2MRS,199.60713,-35.35248,309.1170455446367,27.19491127759868,4.299262131171234,44.136986301369866,44.261533874184344
2MRS_230.40-12.09,2MRS,230.39978,-12.09341,350.7446293127109,36.477079463940456,40.55202998470625,44.15068493150685,58.107082782558365
,CF3,186.55333333333334,-7.6850000000000005,292.08616435865594,54.65469537850422,31.15598230135571,44.26,51.719988539640404
PGC043402,CF3,192.465,-41.226111111111116,302.61271956247907,21.644660929156757,4.007728037165658,44.26,44.36849728332304
E323-027,CF3,193.21041666666667,-40.45138888888889,303.22080198396037,22.41957373629645,3.051486954422096,44.26,44.32284529210606
ESO327-031,CF3,223.89291666666668,-38.278055555555554,328.1831985722918,18.432073842887455,22.480799820908157,44.26,47.900032682181966
LEDA,CF2,190.225,-41.60663888888889,300.81902677751003,21.221875083669648,5.390019033934879,44.26,44.45657170108361
2MRS_214.02-52.61,2MRS,214.01877,-52.60871,315.7250352240412,8.14800393142246,19.714559388664174,44.26027397260274,47.016131308383876
2MRS_198.34-36.69,2MRS,198.34499,-36.68779,307.8235324871396,25.975467265040866,2.7289374777482105,44.3013698630137,44.35166659327707
2MRS_191.87-43.33,2MRS,191.87006,-43.3348,302.16833748271245,19.53108221688549,6.063677600958996,44.342465753424655,44.59195282668784
2MRS_198.06-39.94,2MRS,198.0643,-39.93733,307.25783149782876,22.759483703423104,3.046530201769808,44.342465753424655,44.40522351592775
2MRS_195.99-11.50,2MRS,195.98743,-11.49658,307.83318122689036,51.25606210479405,26.345714147726845,44.35616438356164,49.49732064147359
2MRS_167.58-69.24,2MRS,167.57773,-69.24206,294.1372757089075,-8.115340020683561,34.765224493060515,44.35616438356164,53.99441267762617
2MRS_192.02-27.58,2MRS,192.02254,-27.57765,302.0230696518124,35.28819222937644,10.603673809676916,44.36986301369863,45.14070592411814
2MRS_134.60-66.73,2MRS,134.59612,-66.7287,282.71353702938467,-13.528478537665736,44.235761602415856,44.42465753424658,62.00444852223809
2MRS_198.78-42.31,2MRS,198.77608,-42.30945,307.59542832812804,20.34789963019035,5.231857461352397,44.43835616438356,44.624267495364336
ESO322-048,CF3,190.12375,-41.069722222222225,300.71155289729023,21.754845944829192,5.1008593886352,44.46,44.636773587900855
LEDA,CF2,182.55875,-30.078388888888888,292.42442524546595,31.951298720867346,13.043041435038607,44.46,45.63740847728567
LEDA,CF2,208.99791666666667,-30.341416666666664,319.09663931851424,30.49598347133821,13.6182334747264,44.46,45.74610032428094
2MRS_242.49-60.32,2MRS,242.48734,-60.32375,325.236339241217,-6.35892260189982,37.02951524641198,44.465753424657535,55.69878422381725
2MRS_190.24-36.73,2MRS,190.2435,-36.73189,300.5976103345462,26.092428391877746,4.119217273216302,44.465753424657535,44.58091724635824
2MRS_200.49-45.94,2MRS,200.49036,-45.9376,308.4619456735371,16.606149330755184,8.994596860861776,44.47945205479452,45.03322160100506
2MRS_245.48-60.67,2MRS,245.4789,-60.66915,326.0562470526993,-7.634523043656343,38.54231316530744,44.50684931506849,56.90334456321331
2MRS_151.14-62.52,2MRS,151.13545,-62.51748,284.9559018565859,-5.623419265214991,36.302523871723494,44.534246575342465,55.260112690532466
2MRS_159.24-26.19,2MRS,159.23602,-26.19426,268.8206428125421,27.62624365325367,32.42293765378608,44.54794520547945,52.77483812296253
2MRS_194.22-41.80,2MRS,194.21817,-41.7972,304.0173215658569,21.06309609739328,4.03937613092611,44.56164383561644,44.67261619699325
2MRS_133.90-67.45,2MRS,133.89973,-67.45293,283.12342939377567,-14.19150910113617,44.62125666385447,44.56164383561644,62.60719842918192
2MRS_141.15-67.23,2MRS,141.15488,-67.23312,284.8462167643656,-11.94779445725489,41.85004116877129,44.58904109589041,59.859612783192354
2MRS_196.89-24.01,2MRS,196.89058,-24.00856,307.65273529570504,38.71534395394639,13.89728487028885,44.61643835616438,45.961839555911325
2MRS_193.40-26.29,2MRS,193.40024,-26.29423,303.53560989694836,36.57498456575995,11.642667695859974,44.61643835616438,45.55369483484189
2MRS_193.89-28.46,2MRS,193.88565,-28.45905,304.0253634914177,34.403985246834374,9.441845876537938,44.61643835616438,45.22917547047675
2MRS_153.17-64.03,2MRS,153.16768,-64.03145,286.59031511841835,-6.31934766841625,36.08124173164944,44.63013698630137,55.222828693680135
2MRS_231.90-64.17,2MRS,231.89603,-64.17095,318.95682268943983,-6.2716364578972135,34.09392208085005,44.657534246575345,53.92641755241418
ESO436-040,CF3,158.58916666666667,-32.18472222222222,271.92631011142663,22.30769351436726,30.340693372780176,44.67,51.75907866319147
PGC732726,CF3,156.12416666666667,-29.150277777777777,268.1703338724066,23.627984528129385,33.48844781446712,44.67,53.56133805064176
LEDA,CF2,193.21041666666667,-40.45161111111111,303.2208005664062,22.4193515179379,3.0516762845759353,44.67,44.73343533620357
2MRS_186.87-38.94,2MRS,186.87006,-38.93728,297.8467183229846,23.697799000332907,6.644907920367457,44.67123287671233,44.97334701230601
2MRS_191.57-41.71,2MRS,191.56561,-41.70598,301.896183380444,21.155361656621785,4.788496564310395,44.68493150684932,44.84144431723068
2MRS_200.39-47.84,2MRS,200.39136,-47.84458,308.15064744690073,14.721655842829012,10.695426202908722,44.68493150684932,45.47493967706455
2MRS_248.72-60.62,2MRS,248.71898,-60.61881,327.19066865590406,-8.758946111639817,40.0896791214409,44.6986301369863,58.42672419060929
2MRS_199.10-26.56,2MRS,199.09686,-26.56152,309.8289382265896,35.97588235703801,11.733511088042167,44.71232876712329,45.66657583952623
2MRS_251.92-60.15,2MRS,251.91962,-60.149,328.59355059943,-9.655747324574241,41.59150829200377,44.726027397260275,59.80243054413102
2MRS_222.80-20.44,2MRS,222.80162,-20.44075,337.4099748352049,34.290881454174865,29.512605691725255,44.726027397260275,51.39461567813185
2MRS_203.13+1.85,2MRS,203.12822,1.84769,325.9317946259853,62.87066779563407,40.34812301496351,44.794520547945204,58.775832312807985
2MRS_221.24-23.79,2MRS,221.23732,-23.79438,333.8486206330198,32.17535176279355,26.23776551600331,44.80821917808219,49.95525029472809
2MRS_230.80-32.41,2MRS,230.79953,-32.40517,336.55686686954385,20.37915046048022,29.411578152617874,44.80821917808219,51.43780110735756
2MRS_221.87-22.16,2MRS,221.86678,-22.15745,335.4306483537963,33.29091667507786,27.72546502403968,44.83561643835616,50.65101439536749
2MRS_163.22-32.93,2MRS,163.22357,-32.92762,275.9847787086086,23.66786736756198,26.421148130958677,44.84931506849315,50.080326217313484
2MRS_181.40-26.52,2MRS,181.39722,-26.52263,290.35967314239304,35.22731777670954,16.245160035520833,44.863013698630134,46.72872880100497
ES061-008,CF3,139.98083333333335,-68.9088888888889,285.77492894926735,-13.424044795727276,42.75434891094868,44.87,61.1082297288979
ESO501-035,CF3,159.10333333333335,-26.999444444444446,269.2126742650305,26.89074929222839,32.13024707713719,44.87,52.985136029054914
,CF3,172.04833333333335,-13.194444444444445,273.7001508860095,44.90060804989862,32.12901085968303,44.87,52.984418075099704
PGC043572,CF3,192.90541666666667,-41.30361111111111,302.9690268364967,21.568125650199672,3.9059457571033556,44.87,44.97446600105361
PGC089825,CF3,210.68625,-34.962500000000006,319.09329223773847,25.661459800848878,12.749412710464755,44.87,46.00425408498429
2MRS_243.44-63.41,2MRS,243.43759,-63.40818,323.4197427293285,-8.903064071403513,38.36163471381706,44.9041095890411,57.26767323409376
2MRS_186.29-39.78,2MRS,186.28735,-39.7755,297.455745342422,22.816559295387886,7.232876411293224,44.917808219178085,45.278103220666736
2MRS_233.92-71.79,2MRS,233.92223,-71.7896,315.08979167843074,-12.91117453421131,39.16757437640638,44.93150684931507,57.95355083712777
2MRS_196.89-45.01,2MRS,196.88547,-45.01389,305.91942950792594,17.764425095793037,7.285952386200031,44.93150684931507,45.29725655268867
2MRS_186.24-26.03,2MRS,186.23938,-26.03072,295.5315928043351,36.460233225342506,14.038622531116276,44.97260273972603,46.357179094997996
2MRS_252.76-60.81,2MRS,252.7614,-60.80869,328.3362953695957,-10.39265946328074,42.07413954374828,45.0,60.62415701772794
2MRS_221.86-22.41,2MRS,221.85612,-22.40602,335.2674064139105,33.08302093495995,27.557270259256523,45.013698630136986,50.774076095526006
2MRS_212.15-49.23,2MRS,212.14589,-49.23425,315.6563891097132,11.72207695747138,16.67194564803574,45.054794520547944,47.03186928439047
2MRS_198.30-36.72,2MRS,198.3017,-36.7228,307.78143298232186,25.943884301732215,2.6825182376681203,45.06849315068493,45.11793332253917
AGC026697,CF3,148.6170833333333,-18.639166666666664,254.87054643306925,27.284286528208035,44.75821771165043,45.08,63.4854115472293
PGC031776,CF3,160.13583333333332,-27.861111111111114,270.59980899016,26.669926362910477,30.914362263857445,45.08,52.54470277296295
ESO323-015,CF3,192.9325,-38.82916666666667,302.9942078521477,24.042548008771575,2.060760101676626,45.08,45.109174113731875
,CF3,201.97625,-29.618055555555557,312.3408313377522,32.586573066059536,9.9405254406416,45.08,45.767079475548925
ES511-046,CF3,217.68041666666667,-27.454166666666666,328.5293833913444,30.436077711863465,21.48207078998013,45.08,48.44539452410245
2MRS_190.22-36.76,2MRS,190.22023,-36.75586,300.57808359010477,26.067636087962015,4.130128336255478,45.082191780821915,45.19957286071202
2MRS_224.73-19.24,2MRS,224.72942,-19.23907,340.043007305265,34.28839252761073,31.663419356172703,45.082191780821915,52.9664349967985
2MRS_153.35-41.12,2MRS,153.34595,-41.11926,273.5213383126095,12.55514656547614,32.18676561870553,45.082191780821915,53.26873126809607
2MRS_225.68-17.87,2MRS,225.67805,-17.86801,341.8974461190784,34.88663046311533,33.25391627183464,45.0958904109589,53.92641166303579
2MRS_184.90-26.15,2MRS,184.89995,-26.14551,294.07326948340096,36.17798457199048,14.586891571049474,45.12328767123287,46.626198559679096
2MRS_198.04-36.66,2MRS,198.03647,-36.65939,307.5522930757322,26.02651298851954,2.5217087638516706,45.136986301369866,45.180738291513734
2MRS_195.95-42.96,2MRS,195.95326,-42.96495,305.3383893753804,19.84896930973252,5.160509883449067,45.15068493150685,45.334442245335936
2MRS_198.39-43.53,2MRS,198.39072,-43.52602,307.17496874187515,19.163376750947048,6.174367969855187,45.205479452054796,45.46923834472163
2MRS_196.55-29.73,2MRS,196.54556,-29.72707,306.750376235447,33.0353391981641,8.17937259077556,45.24657534246575,45.711575637513754
2MRS_192.40-45.53,2MRS,192.40285,-45.52929,302.5967994489945,17.341271502433834,7.979178191160902,45.26027397260274,45.70274140158638
E317-023,CF3,156.17708333333334,-39.30583333333333,274.3013041271237,15.273258241743344,30.333083510436342,45.29,52.47339321542593
ESO437-045,CF3,160.49875,-28.77638888888889,271.44709505037565,26.06699193986623,30.211399029947156,45.29,52.40838402536496
NGC3456,CF3,163.51375000000002,-16.0275,266.049213831848,38.29653809638168,35.40623127856699,45.29,55.56613478167224
,CF3,196.51999999999998,-29.754166666666666,306.7217705953106,33.00981451031641,8.149692393565259,45.29,45.752046147512615
2MRS_192.51-25.92,2MRS,192.50966,-25.92068,302.53822099117434,36.95000035047338,12.133578948467633,45.35616438356164,46.392564100106526
2MRS_210.97-10.14,2MRS,210.96997,-10.14059,330.61231555240255,48.79875884348892,31.09546837104517,45.35616438356164,52.96711907412827
2MRS_195.14-6.85,2MRS,195.14113,-6.85309,306.97976552134725,55.946913088065976,30.98064825915875,45.41095890410959,52.96719502947474
2MRS_247.59-61.54,2MRS,247.5918,-61.54122,326.1286325000502,-8.975204349813964,39.72707567008563,45.43835616438356,59.080089938005834
